Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Banjo,403517,https://www.youtube.com/watch?v=29m2livchlI,Ravi Jadhav,"['Ritesh Deshmukh', 'Nargis Fakhri', 'Aditya Kumar', 'Ram Menon', 'Dharmesh Yelande', 'Uday Sabnis', 'Janardhan Parab', 'Luke Kenny']",,"Music, Action",0,0,"A musical drama film directed by Ravi Jadhav, starring Riteish Deshmukh and Nargis Fakhri in the lead roles.",,2016,140,3.969,False,2016-09-23,Banjo,hi,,4.9,9
Days of Tafree,496635,https://www.youtube.com/watch?v=F2kUYPANFKs,Krishnadev Yagnik,"['Yash Soni', 'Ansh Bagri', 'Ashmyrrah Singhh', 'Sanchay Goswami', 'Nimisha Mehta', 'Sarabjeet Bindra']",,Comedy,0,0,"The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships, love and romance, the end of their college days and the beginning of a new life.",,2016,155,0.6,False,2016-09-23,Days of Tafree,en,,0.0,0
Wah Taj,414693,https://www.youtube.com/watch?v=eaRQpetZMfk,Ajit Sinha,"['Shreyas Talpade', 'Manjari Fadnnis', 'Hemant Pandey', 'Rajesh Sharma', 'Vishwajeet Pradhan']",,"Comedy, Drama",0,0,"Wah Taj is a Bollywood drama film directed by Ajit Sinha, presented by Jayantilal Gada (Pen India Pvt Ltd) and co produced by Pawan Sharma and Abhinav Verma under the banners of Pun Films Pvt. Ltd. and SpyderWave Films. It features actors Shreyas Talpade and Manjari Fadnis in the lead roles.",,2016,125,1.006,False,2016-09-23,Wah Taj,hi,,8.5,2
M.S. Dhoni: The Untold Story,388333,https://www.youtube.com/watch?v=uMa3rqWSyQk,Neeraj Pandey,"['Sushant Singh Rajput', 'Anupam Kher', 'Disha Patani', 'Kiara Advani', 'Rajesh Sharma', 'Kumud Mishra', 'Neetha Mohindra', 'Bhumika Chawla', 'Mithu Chakrabarty', 'Shantilal Mukherjee', 'Kali Prasad Mukherjee', 'Kranti Prakash Jha', 'Ravindra Mankani', 'Kiran More', 'Herry Tangiri', 'Rajendra Chawla', 'Monika Mundu', 'Alok Pandey', 'Sarvadaman D. Banerjee', 'Rhea Sharma', 'Swini Khara', 'Jitin Gulati', 'Shivam Roy Prabhakar', 'Mahendra Singh Dhoni', 'Virat Kohli']",,Drama,0,0,"Based on the life story of Mahendra Singh Dhoni, and his journey to being the world cup winning captain of the Indian cricket team.",,2016,190,6.761,False,2016-09-30,M.S. Dhoni: The Untold Story,hi,The Man You Know... The Journey You Don't,7.151,139
Mirzya,403540,,Rakeysh Omprakash Mehra,"['Harshvardhan Kapoor', 'Saiyami Kher', 'Art Malik', 'K.K. Raina', 'Om Puri', 'Anuj Chowdhry']",,"Romance, Drama, Fantasy",6750000,1500000,Two star-crossed lovers must battle the forces which try to keep them apart at different timelines and at different world's.,,2016,129,2.538,False,2016-10-07,मिर्ज़िया,hi,Dare to Love,6.2,19
MSG the Warrior: Lion Heart,421969,,Gurmeet Ram Rahim Singh,"['Gurmeet Ram Rahim Singh', 'Honeypreet Insan']",,"Science Fiction, Action, Fantasy",0,0,"The story is about medieval warrior who fights for the honor of his land and the dignity of the womenfolk. The story travels centuries apart as he emerges in another role as a modern Indian equivalent of James Bond, a stylish top secret agent. The marauding aliens run amok, as they are hundreds of years ahead in technology. LionHeart is their only stumbling block in their march to overpower Planet Earth. Will LionHeart manage with his primitive weapons, or will he surrender. There is romance apart from action and high drama and finally, an amazing twist in the tale!!",,2016,120,0.6,False,2016-10-07,MSG the Warrior: Lion Heart,hi,,7.0,1
Devi(L),408475,,A. L. Vijay,"['Tamannaah Bhatia', 'Prabhu Deva', 'Sonu Sood', 'Murali Sharma', 'Amy Jackson', 'Balaji Patturaj', 'R. V. Udayakumar', 'Nassar', 'Sathish', 'Sanjay Bharathi', 'Raju Sundaram', 'Farah Khan', 'Esha Gupta', 'Raj Arjun']",,"Comedy, Horror",0,0,A man who wants a modern girl for a wife unwillingly marries a village girl. What happens when the girl is possessed by the ghost of an aspiring actress?,,2016,125,2.442,False,2016-10-07,தேவி,ta,Tutak Tutak Tutiya,5.8,25
Anna,484641,https://www.youtube.com/watch?v=oZSMV-NDH4w,Luc Besson,"['Sasha Luss', 'Helen Mirren', 'Luke Evans', 'Cillian Murphy', 'Lera Abova', 'Alexander Petrov', 'Nikita Pavlenko', 'Anna Krippa', 'Aleksey Maslodudov', 'Eric Godon', 'Ivan Franěk', 'Jean-Baptiste Puech', 'Adrian Can', 'Alison Wheeler', 'Andrew Howard', 'Jan Oliver Schroeder', 'Louise Parker', 'Sasha Beliaeva', 'Greta Varlese', 'Lauren de Graaf', 'Mikhail Safronov', 'Maria Luss', 'Sergey Bachurskiy', 'Ernest Gromov', 'Sergey Zharkov', 'Julia Munrow', 'Jess Liaudin', 'Christopher Craig', 'Yuriy Zavalnyouk', 'David Coburn', 'James Joint', 'Tonio Descanvelle', 'Réginal Kudiwu', 'Manuel Sinor', 'Gérard Graillot', 'Laurent Ferraro', 'Zac Andianas', 'Aya Yabuuchi', 'Mabô Kouyaté', 'Eric Lampaert', 'Fany Le Gac', 'Pauline Hoarau', 'Noam Frost', 'Jordan Dwayne', 'Peter Lamarque', 'Grace Hancock', 'Cansu Tosun', 'Niccolò Senni', 'Scott Thurn', 'Terrence Amadi', 'Jean-Marc Montalto', 'Alexandre Majetniak', 'Toni Hristov', 'Leonid Glushchenko', 'Anthony Weber', 'Elise Lissague', 'Wendy Grenier', 'Viatcheslav Ardachev', 'Paul Lefèvre', 'Alain Figlarz', 'Igor Savochkin', 'Kamila Hovorková', 'Nastya Sten', 'Colin Bates', 'François Girard', 'Dmitry Grinevich', 'Maxence Huet', 'Travis Kerschen', 'Emmanuel Ménard', 'William Sciortino', 'Christophe Tek', 'Rupert Wynne-James', 'Eduard Flerov', 'Victoria Cyr']",,"Thriller, Action",34000000,31626978,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,https://anna.movie,2019,119,32.573,False,2019-06-19,Anna,fr,Never make the weapon the target,6.679,2326
Motu Patlu: King Of Kings,428227,https://www.youtube.com/watch?v=htuQozzzZTs,Suhas Kadav,"['Vinay Pathak', 'Saurav Chakraborty']",,Animation,0,0,"Motu and Patlu are your home-grown Laurel and Hardy in an animation avatar. They befriend a circus lion, Guddu and attempt to save the jungle from a greedy poacher.",,2016,109,2.426,False,2016-10-14,Motu Patlu: King Of Kings,hi,,9.0,4
Beiimaan Love,407547,https://www.youtube.com/watch?v=kxt7bDFJeds,Rajiv Choudhury,"['Sunny Leone', 'Rajneesh Duggal', 'Daniel Weber']",,"Thriller, Romance",0,0,A  young and ambitious woman's life suddenly comes crashing down when she is betrayed in love. Determined to get revenge she reinvents herself as a successful businesswoman.,,2016,120,1.514,False,2016-08-05,Beiimaan Love,hi,A perfectly imperfect love story,2.7,7
Saat Uchakkey,421515,https://www.youtube.com/watch?v=I1mLGPn1S4I,Sanjeev Sharma,"['Manoj Bajpayee', 'Aditi Sharma', 'Kay Kay Menon', 'Anupam Kher', 'Vijay Raaz', 'Annu Kapoor']",,Comedy,0,0,"SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery, greed, treachery and running into one riotous crisis after another. Set against the gritty backdrop of Old Delhi, this burlesque film opens a window into the unpredictable world of magical realism, where the lingo is spattered with the choicest of swear words and the mannerisms with sidesplitting humor.",,2016,139,1.076,False,2016-10-14,Saat Uchakkey,hi,,5.7,3
Fuddu,418621,,,"['Swati Kapoor', 'Shubham', 'Uday Tikekar', 'Sunny Leone', 'Gauahar Khan']",,"Comedy, Drama",0,0,"The film depicts the story of Mohan, who has just arrived from Banaras to Mumbai city. He is disturbed to see how people live in cramped houses in the city of Mumbai. His entire world tilts upside down when his wife leaves him for reasons which are untrue. His family too discards him and disrespects him.",,2016,118,0.728,False,2016-10-14,Fuddu,hi,,10.0,1
3atops 3 | The Director's Cut | The Final Cut | The Ceratopsian Cut | Scariest and Biggest Film Even,989796,https://www.youtube.com/watch?v=3GWCbVRBBzs,Easr,"['Easr', 'Easr']",,Thriller,100,20,"Buying-a-dog, city villain finds himself at the lowpoint of his career and arch-nemesis Ceratops' plot to change the world is about to TURN THE WORLD UPSIDE DOWN",https://www.youtube.com/watch?v=fbu7ApRdZkE,2021,14,0.6,False,2021-06-01,3atops 3 | The Director's Cut | The Final Cut | The Ceratopsian Cut | Scariest and Biggest Film Even,en,CERATOPS 3 CERATOPS 3 CERATOPS 3 CERATOPS 3,10.0,1
Love Day,416578,,Sandeep Choudhary,"['Sahil Anand', 'Ajaz Khan', 'Ananth Narayan Mahadevan']",,"Comedy, Drama",0,0,"Life without friends is like living in hell but when you have friends who are no less than devils, your life can be a living hell. Love Day - Pyaar Ka Din explores the journey of three childhood friends; Monty (Ajaz Khan), Sandy (Sahil Anand) and Harry (Harsh Nagar). Sandy and Harry often fall into trouble due to Monty’s antics. Sandy’s and Harry’s families do not approve of their friendship with Monty and separate the three friends. However, Monty returns to his friend’s lives after five years with a plan that would make them all rich. Monty’s plan backfires and his friends land into trouble again. Will Sandy and Harry regret their lifelong friendship?",,2016,117,0.6,False,2016-10-14,Pyaar Ka Din,hi,,6.0,2
Umrika,310567,,Prashant Nair,"['Suraj Sharma', 'Tony Revolori', 'Prateik Babbar', 'Smita Tambe', 'Pramod Pathak', 'Adil Hussain', 'Rajesh Tailang', 'Amit Sial', 'Mayur More', 'Sauraseni Maitra']",,"Drama, Comedy",0,0,"When a young village boy discovers that his brother, long believed to be in America, has actually gone missing, he begins to invent letters on his behalf to save their mother from heartbreak, all the while searching for him.",,2015,98,4.595,False,2015-07-29,Umrika,hi,,5.9,33
31st October,421927,,Shivaji Lotan Patil,"['Soha Ali Khan', 'Vir Das', 'Lakha Lakhwinder Singh', 'Deepraj Rana', 'Vineet Sharma', 'Nagesh Bhonsle', 'Daya Shankar Pandey', 'Pritam Kagne', 'Maneet Vaghadia', 'Sezal Sharma']",,"Action, Drama, History",0,0,"On 31st October 1984, Prime Minister of India gets assassinated by her Sikh Security Guards. Politicians use this incident to spark public hatred towards the Sikhs labeling them as traitors. Devender Singh and his family are stuck in their house as their city plummets. In 24 hours of uncertain oscillations, helplessness and with their relatives dying and neighbors turning hostile, Devender's family seek help from their Hindu friends who live across town. As Pal, Tilak, and Yogesh travel to save Devender's family, they come face-to-face with the destruction of humanity. They witness the carnage and the moral corruption that makes men turn into savages. In their attempt at ferrying Devender's family to safety, Pal, Tilak, and Yogesh must face their own demons first.",,2016,109,1.005,False,2016-10-21,31st October,hi,,7.0,1
My Father Iqbal,468813,,Suzad Iqbal Khan,"['Narendra Jha', 'Komal Thacker']",,Drama,0,0,"Father is based on a real life incident of an engineer from J&K's PwD Department who fulfils multiple responsibilities in his life. He is a husband, father and above all - a sincere and honest citizen. The film captures the struggle of a father who'd go to any length to achieve the dreams of his child while maintaining his duty towards the country. Father depicts the patriotism of a common man who fights for his country. There are also some light elements in the film portraying a typical middle class husband-wife relationship, their love and their tiffs. A father is not just protective towards his family but also towards the entire society that he lives in. Some terrorists use the Father to create havoc in the atmosphere that the family hails from. Father always sacrifice his dreams and how his honesty is disturbing the corrupt people and how they trapped the father. However, he stands like a protective rock and saves everyone from the evil intentions. The Father in true essence .",,2016,104,0.6,False,2016-10-21,My Father Iqbal,hi,,6.0,1
Shivaay,370992,https://www.youtube.com/watch?v=poLjq0u4_5A,Ajay Devgn,"['Ajay Devgn', 'Sayesha Saigal', 'Erika Kaar', 'Ali Kazmi', 'Aakash Dabhade', 'Vir Das']",,"Adventure, Action, Drama, Thriller",0,0,"Shivaay , a fearless Himalayan mountaineer covered in Lord Shiva tattoos, heads to Bulgaria to fulfill his nine-year-old daughter Gaura’s  wish of seeing her mother Olga, who abandoned them years ago. But their plan goes for a toss when the little girl gets kidnapped in the foreign land. Rescuing her from the masked child-traffickers becomes his only reason for survival.",,2016,153,4.812,False,2016-10-28,शिवाय,hi,,5.8,50
Ae Dil Hai Mushkil,393445,,Karan Johar,"['Ranbir Kapoor', 'Aishwarya Rai Bachchan', 'Fawad Khan', 'Anushka Sharma', 'Lisa Haydon', 'Shah Rukh Khan', 'Alia Bhatt', 'Imran Abbas', 'Raj Awasti', 'Lora Moss', 'Matt Townsend', 'Neha Dhupia', 'Hiten Patel']",,"Romance, Drama",0,0,"Ayan falls in love with his soulmate, Alizeh, but she doesn’t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh’s value in his life, irrespective of their relationship status.",,2016,158,10.04,False,2016-10-27,ऐ दिल है मुश्किल,hi,,6.479,170
Chaar Sahibzaade : Rise of Banda Singh Bahadur,425694,https://www.youtube.com/watch?v=tJWoyZf55vg,Harry Baweja,['Om Puri'],,"Action, Adventure, Animation, Documentary, Family, History",0,0,"Chaar Sahibzaade: Rise of Banda Singh Bahadur Animation movie  A profound and courageous story on how Guru Grace changed Banda Singh Bahadur in and out and enabled him to lead Sikh army to Punjab province to establish righteousness and equality in the state and to punish the Mughals who killed four sons (Chaar Sahibzaade) of Sri Guru Gobind Singh JI along with thousands of innocent Sikhs and Hindu's, under their slaughterous rule",https://www.xauzit.com/,2016,134,2.58,False,2016-11-11,Chaar Sahibzaade : Rise of Banda Singh Bahadur,pa,,9.5,2
Dongri Ka Raja,426780,https://www.youtube.com/watch?v=g0tvMwh1Ca4,Hadi Ali Abrar,"['Ashmit Patel', 'Gashmeer Mahajani', 'Reecha Sinha', 'Ronit Roy', 'Ashwini Kalsekar', 'Sacheen Suvarna', 'Kamlesh Sawant']",,"Romance, Action, Drama",0,0,Two lovers fall into a passionate love affair in the underworld.,,2016,0,2.086,False,2016-11-11,डोंगरी Ka राजा,hi,Dongri Ka Raja,4.0,1
Ishq Junoon,427386,,Sanjay Sharma,"['Divya Singh', 'Rajbeer Singh', 'Akshay Rangshahi', 'Raj Aryan']",,"Drama, Romance",0,0,An ambitious girl achieves her goal of leading a glamorous life and landing the man of her dreams but not without a price to pay.,,2016,113,2.084,False,2016-11-11,इश्क़ जूनून - थे हीट इस न,hi,The Heat is On,0.0,0
Rock Dog 2: Rock Around the Park,812204,https://www.youtube.com/watch?v=UoYB1Zn6lR4,Mark Baldo,"['Graham Hamilton', 'Ashleigh Ball', 'Andrew Francis', 'Kathleen Barr', 'Brian Drummond', 'Brian Dobson', 'Cathy Weseluck', 'Richard Newman', 'Jason Simpson', 'Donny Lucas', 'James Higuchi', 'Sabrina Pitre', 'Michael Adamthwaite']",,"Animation, Comedy, Music, Family",0,0,"When Bodi and his band 'True Blue' leave Snow Mountain, to tour with pop sensation, Lil' Foxy, they learn that fame comes at a price.",https://www.lionsgate.com/movies/rock-dog-2,2021,90,28.797,False,2021-08-05,Rock Dog 2: Rock Around the Park,en,Get Ready To Bark ‘N’ Roll!,6.7,95
Tum Bin 2,426785,https://www.youtube.com/watch?v=elyqJo1BD9c,Anubhav Sinha,"['Neha Sharma', 'Aditya Seal', 'Aashim Gulati', 'Meher Vij', 'Kanwaljit Singh', 'Sonia Balani', 'Alishah Ahmad', 'Mouni Roy', 'Emma Sarah Richardson', 'Stephanie Payne', 'Edward York', 'Nicola Jane Macdonald', 'Harry Verma', 'Aisha Ahmed', 'Farah Ahmed', 'Rom Blanco', 'Chris Donald', 'Davinder Madan', 'Ashley Napier', 'Sandali Sinha', 'Ishwak Singh', 'Samuel Gilbert-Davies']",,"Drama, Romance",0,0,"The film centers around the life of Taran, who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar, who has seen the best and worst of times. The story explores old friendship, newfound love and a difficult decision.",,2016,147,2.697,False,2016-11-18,Tum Bin 2,hi,Sometimes you can't let go of the past... without facing it again.,7.0,11
Force 2,426558,https://www.youtube.com/watch?v=r4O4Xec60_k,Abhinay Deo,"['John Abraham', 'Sonakshi Sinha', 'Raj Babbar', 'Adil Hussain', 'Tahir Raj Bhasin', 'Narendra Jha', 'Boman Irani', ""Genelia D'Souza"", 'Freddy Daruwala', 'Abhinay Raj Singh']",,"Action, Adventure, Crime",6500000,6900000,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",,2016,123,5.54,False,2016-11-18,फोर्स २,hi,A Dead Soldier is a Martyr.. A Dead Spy is a Traitor,6.662,37
Dear Zindagi,413543,https://www.youtube.com/watch?v=besOe0maHfw,Gauri Shinde,"['Alia Bhatt', 'Shah Rukh Khan', 'Ali Zafar', 'Kunal Kapoor', 'Angad Bedi', 'Ira Dubey', 'Yashaswini Dayama', 'Aditya Roy Kapur', 'Chitra Shukla', 'Rohit Saraf', 'Atul Kale', 'Aban Bharucha Deohans', 'Yashwant Singh', 'Madhav Vaze']",,"Drama, Romance",4300000,3376375,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,,2016,151,11.422,False,2016-11-23,Dear Zindagi,hi,,7.071,198
Saansein: The Last Breath,428801,https://www.youtube.com/watch?v=iJ22VZHyF4I,Rajiv S. Ruia,"['Rajneesh Duggal', 'Sonarika Bhadoria', 'Aamir Dalvi', 'Neetha Shetty', 'Hiten Tejwani', 'Vishal Malhotra']",,"Romance, Horror",0,0,"Shirin, a singer mysteriously disappears. Abhay looks for Shirin and tries to solve this mysterious incident.",,2016,101,1.367,False,2016-11-25,Saansein: The Last Breath,hi,,6.2,5
Moh Maya Money,427733,https://www.youtube.com/watch?v=Bzm6Xcqdhf0,Munish Bhardwaj,"['Ranvir Shorey', 'Neha Dhupia']",,"Thriller, Crime, Drama",0,0,"A young real-estate broker tries to pull off a huge scam, which goes horribly wrong. To fix everything he involves his begrudging wife leading to an end neither could imagine.",,2016,109,1.317,False,2016-11-25,मोह माया मनी,hi,In Greed We Trust,5.0,3
Kahaani 2,413547,https://www.youtube.com/watch?v=Ez4mXaeSKuk,Sujoy Ghosh,"['Vidya Balan', 'Arjun Rampal', 'Jugal Hansraj', 'Tota Roy Chowdhury', 'Kharaj Mukherjee', 'Naisha Khanna', 'Tunisha Sharma', 'Ardhendu Banerjee', 'Biswajit Chakraborty', 'Pradeep Chakraborty', 'Pradip Mukherjee', 'Kaushik Sen']",,"Thriller, Mystery",0,0,"Vidya Sinha (Vidya Balan) has only one obsession in life. She wants to see her teenage daughter Mini, who is paralysed waist-downwards, walk again. But, is this scenario as obvious as it seems? Or is Vidya an impersonator of Durga Rani Singh from Kalimpong, who is wanted for kidnapping and murder?",,2016,127,4.799,False,2016-12-01,कहानी 2,hi,,6.6,49
Befikre,399624,,Aditya Chopra,"['Ranveer Singh', 'Vaani Kapoor', 'Elisa Bachir Bey', 'Julie Ordon', 'Marinelly Vaslon', 'Sandra Rosinsky', 'Hugo Diego Garcia', 'Ayesha Raza', 'Aru Krishansh Verma', 'Marie Wadoux', 'Aziliz Le Guern', 'Camille Vidacek', 'Mila Linski', 'Pierre Cevaer', 'Mégane Lemiel']",,"Romance, Comedy, Drama",15500000,9600000,What starts as a crazy one-night stand ends up in a relationship. But Dharam and Shyra fall out of love just as quickly. Where will life take them now?,,2016,132,5.47,False,2016-12-09,बेफिक्रे,hi,Those Who Dare To Love,5.2,50
Wajah Tum Ho,430508,https://www.youtube.com/watch?v=sBueTW-W7Qc,Vishal Pandya,"['Sharman Joshi', 'Rajneesh Duggal', 'Sana Khaan', 'Gurmeet Choudhary', 'Prarthana Behere', 'Himmanshoo Malhotra', 'Leena Kapoor', 'Sherlyn Chopra', 'Zareen Khan']",,"Drama, Mystery, Romance, Thriller",0,0,A hooded vigilante is broadcasting murders on a news channel. Will the police catch him alive before he live-casts another death?,,2016,136,3.011,False,2016-12-16,Wajah Tum Ho,hi,Murder goes live tonight.,5.0,14
Dangal,360814,https://www.youtube.com/watch?v=x_7YlGv9u1g,Nitesh Tiwari,"['Aamir Khan', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Sakshi Tanwar', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Girish Kulkarni', 'Vivan Bhatena', 'Ritwik Sahore', 'Ravi Aneja', 'Anuraag Arora', 'Mahesh Balraj', 'Anmol Charan', 'Karamveer Choudhary', 'Ishika Gagneja', 'Badrul Islam', 'Jagbir', 'Olamilekan Akanbi Jason', 'Hafiz Khan', 'Sumit Khanna', 'Meenu Prajapati', 'Ansh Rathore', 'Shishir Sharma', 'Gurpreet Toti']",,"Drama, Family, Comedy, Action",10400000,311000000,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",,2016,161,14.172,False,2016-12-21,दंगल,hi,,7.953,815
Prakash Electronic,843100,,,[],,,0,0,"Story of a middle aged Electrician having a shop by name ""Prakash Electronics"" and how his life changes when one girls come to live in that society. His dreams, Imaginations and interactions all changes.",,2017,0,0.84,False,2017-01-06,Prakash Electronic,en,,0.0,0
Haraamkhor,314690,https://www.youtube.com/watch?v=bt7r3RaLbrY,Shlok Sharma,"['Nawazuddin Siddiqui', 'Shweta Tripathi', 'Trimala Adhikari', 'Harish Khanna', 'Mohammad Samad', 'Irfan Khan']",,Drama,0,0,"When a vulnerable new student finds comfort in her brash teacher, their academic relationship takes a manipulative and troubling turn.",,2015,90,3.567,False,2015-11-02,हरामखोर,hi,,6.0,25
Ok Jaanu,413882,https://www.youtube.com/watch?v=HLdbAdya2po,Shaad Ali,"['Aditya Roy Kapur', 'Shraddha Kapoor', 'Leela Samson', 'Naseeruddin Shah', 'Kitu Gidwani', 'Jasmeet Singh Bhatia', 'Prahlad Kakkar', 'Eesh Kakkar', 'Sharma Vibhoutee', 'Sarika Singh', 'Vijayant Kohli', 'Shrishti Shirvastav', 'Anagha Joshi', 'Balkrishna Doshi']",,"Drama, Romance",0,345872,"Adi and Tara move to Bombay to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",,2017,135,5.664,False,2017-01-12,ओके जानू,hi,This New Years... Take no Resolutions! Just figure out!,6.1,48
Coffee with D,437758,,Vishal Mishra,"['Sunil Grover', 'Anjana Sukhani', 'Zakir Hussain', 'Rajesh Sharma', 'Pankaj Tripathi', 'Dipannita Sharma']",,Comedy,0,0,"A celebrated journalist interviews one of the world's most dreaded terrorists, ""D"".",,2017,123,1.243,False,2017-01-20,Coffee with D,hi,,5.1,11
Kaabil,403867,,Sanjay Gupta,"['Hrithik Roshan', 'Yami Gautam', 'Ronit Roy', 'Rohit Roy', 'Narendra Jha', 'Girish Kulkarni', 'Suresh Menon', 'Akhilendra Mishra', 'Urvashi Rautela', 'Shaji Choudhary']",,"Action, Thriller, Drama",5200000,0,"Rohan is a kind, happy young man who has been blind since birth and works as a voice-over artist for a living. Through friends, he meets Supriya, a working woman who is also blind, but proudly independent. The two start liking each other and get married. Rohan toughest journey starts in his quest of vengeance for Supriya's indirect murderers.",,2017,139,8.014,False,2017-01-25,काबिल,hi,The Mind Sees All!,6.823,110
Raees,363343,https://www.youtube.com/watch?v=J7_1MU3gDk0,Rahul Dholakia,"['Shah Rukh Khan', 'Mahira Khan', 'Nawazuddin Siddiqui', 'Mohammed Zeeshan Ayyub', 'Sheeba Chaddha', 'Narendra Jha', 'Uday Tikekar', 'Anil Charanjeett', 'Sunny Leone', 'Jaideep Ahlawat', 'Atul Kulkarni']",,"Thriller, Action, Crime",46000000,0,"Set in the early ’80s and ’90s in Gujarat, India, ‘Raees’ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",http://www.redchillies.com/movies/raees.aspx,2017,143,10.827,False,2017-01-25,रईस,hi,,6.716,185
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,481484,https://www.youtube.com/watch?v=0ZZcc22tZRo,Gurmeet Ram Rahim Singh,"['Gurmeet Ram Rahim Singh', 'Honeypreet Insan']",,"Action, Comedy",0,0,Sher-e-Hind along with his sidekick Honey Preet Insan have infiltrated the Pakistani army where he gives them a befitting response to all their terrorist activities.,,2017,127,0.6,False,2017-02-10,हिन्द का नापाक को जवाब - मश्ग - लायन हार्ट - २,hi,,6.0,1
Jolly LLB 2,412090,,Subhash Kapoor,"['Akshay Kumar', 'Huma Qureshi', 'Saurabh Shukla', 'Annu Kapoor', 'Sayani Gupta', 'Kumud Mishra', 'Ram Gopal Bajaj', 'Manav Kaul', 'Inaamulhaq', 'Sushil Pandey', 'Sunil Palwal', 'Rajiv Gupta']",,"Comedy, Crime",4480000,1632440,"A blunt, abrasive and yet oddly compassionate Jagdishwar Mishra aka Jolly, a small-time struggling lawyer who moves from Kanpur to the city of Nawabs to pursue his dream of becoming a big-time lawyer.",,2017,140,6.579,False,2017-02-09,जॉली एलएलबी 2,hi,,6.967,106
"U, Me Aur Ghar",442415,https://www.youtube.com/watch?v=PARdWJsCwWA,Abhay Chhabra,"['Omkar Kapoor', 'Simran Kaur Mundi', 'Sanyukta Timsina']",,Romance,0,0,"U, Me Aur Ghar is India's first web-based feature film, launched by Web Talkies- a digital home entertainment brand. The film revolves around a live-in couple, Chitti and Mittu, who begin their journey by looking to buy a house in Mumbai.",https://www.webtalkies.in/,2017,90,0.631,False,2017-02-10,"U, Me Aur Ghar",hi,"U, Me Aur Ghar is India's first web-based feature film.",9.0,1
The Great Leader Kanshiram,821725,,Arjun Singh,[],,,0,0,"The Great Leader Kanshiram is a 2017 Indian Hindi-language Biopic film directed and produced by Arjun Singh, a 24 year old youth from Gwalior, Madhya Pradesh, India. it is based on true story of DS4, BAMCEF and Bahujan Samaj Party founder, Kanshi Ram from his childhood to 1984.",,2017,0,0.6,False,2017-02-10,The Great Leader Kanshiram,en,,0.0,0
Running Shaadi,442247,https://www.youtube.com/watch?v=PhKoIWwU-xQ,Amit Roy,"['Amit Sadh', 'Taapsee Pannu', 'Arshvir Bajwa', 'Raaj Vishwakarma', 'Richa Meena']",,"Comedy, Romance",0,0,"Two friends, Ram Bharose and tech genius Cyberjeet, create a website that helps lovers to elope. The site is an instant hit; young couples line up for the opportunity to escape strict families and run away with the ones they love.",,2017,114,1.183,False,2017-02-16,रनिंग शादी,hi,,6.2,6
The Ghazi Attack,442405,,Sankalp Reddy,"['Kay Kay Menon', 'Rana Daggubati', 'Atul Kulkarni', 'Taapsee Pannu', 'Amitabh Bachchan', 'Om Puri', 'Milind Gunaji', 'Rahul Singh', 'Satyadev Kancharana', 'Chiranjeevi', 'Priyadarshi Pullikonda', 'Rajiv Kachroo']",,"Action, War, Thriller",0,0,India’s first underwater war film tries to decode the mystery behind the sinking of Pakistani submarine PNS Ghazi during the Indo-Pak war of 1971.,http://dharma-production.com/movie/the-ghazi-attack_2017,2017,126,5.534,False,2017-02-17,द गाजी अटैक,hi,The War You Don't Know About,6.944,71
Irada,441751,https://www.youtube.com/watch?v=aY9nH6XUPuU,Aparna Singh,"['Arshad Warsi', 'Naseeruddin Shah', 'Sharad Kelkar', 'Divya Dutta', 'Sagarika Ghatge', 'Rumana Molla', 'Rajesh Sharma', 'Rajeev Mehta', 'Radhika Bangia', 'Diwakar Kumar', 'Nikhil Pandey', 'Prashantt Gupta', 'Savita Bhatti', 'Prince Soni', 'Rohan Shah', 'Mehtaab', 'Lubhani Attwal', 'Seerat Kaur']",,Thriller,0,0,A mysterious bomb blast in a business tycoon's factory prompts the state CM to hire an NIA officer. He meets an ex-army man seeking revenge for his dead daughter and a journalist demanding justice for her slain boyfriend. Nothing is what it seems. The film raises contemporary ecological issue with lot of thrill.,,2017,109,2.636,False,2017-02-17,इरादा,hi,,7.0,14
